NU_NUMERO_CONTRATO;DT_DATA_ASSINATURA;NU_VALOR_FINANCIAMENTO;NU_TAXA_JUROS;NU_PRAZO_CARENCIA;NO_NOME_MUTUARIO;NU_CPF;NU_NUMERO_IDENTIDADE;DT_DATA_NASCIMENTO;NO_ESTADO_CIVIL;NO_SEXO;NO_UF;NO_MUNICIPIO;NO_ENDERECO;NU_CEP
170044;05/01/2023;95365.04;66.600;33;RAFAEL ;10008820553;9717235;29/06/1978;divorciado;M;SP;CAJAMAR;AV RUA VIA FERREA SN BL 0;98010995
102950;03/02/2024;68725.00;50.000;4;SUZIANE ;11554482116;7080018;13/04/2000;divorciado;F;PE;SAO LOURENCO DA MATA;AV RUA VIA FERRA SN BL 0;14687213
145349;04/10/2021;77887.70;45.000;14;MILTON ;11658001933;6932565;18/09/1981;divorciado;M;SP;ITU;AV RUA VIA FERREA, 0;67256888
130842;26/01/2020;28737.00;45.000;25;MARCUS ;10005329594;3027206;24/02/1989;divorciado;M;RS;CHARQUEADAS;AV RUA VIA FERREA ACESSO PELA RUA QUIRINO, 0;74638092
185414;31/12/2020;66640.60;50.000;38;LIVIA ;11254175108;5221515;21/11/1965;divorciado;M;MT;LUCAS DO RIO VERDE;AV RUA VIA FERREA SN, 0;60723731
102415;23/11/2022;48064.50;45.000;29;MARIZETE ;11592231676;1932016;03/03/1983;solteiro;F;GO;SENADOR CANEDO;AV RUA VIA FERREA SN, 0;22947610
101910;25/02/2021;68000.00;50.000;31;LEOTACIO ;10539454669;2860847;13/11/1998;casado;F;MS;DOURADOS;AV RUA VIA FERREA, 0;89195231
116321;25/11/2020;73362.64;45.000;40;FRANCINETE ;10278758930;2978802;20/03/1964;divorciado;F;MG;SAO GONCALO DO SAPUCAI;AV RUA VIA FERREA SN ACESSO PELA RUA QUIR, 0;58206793
124440;12/02/2021;109600.00;45.000;22;MARIA ;11220952301;9648255;08/07/1989;divorciado;F;SP;GUARULHOS;AV RUA VIA FERREA S/N BL 0;87390653
162858;22/11/2022;131287.90;71.600;35;SAMIRA ;11675086193;7603157;02/09/1979;divorciado;F;MT;CUIABA;AV RUA VIA FERREA S/N BL 0;69093015
133832;16/09/2022;101649.12;55.000;14;WALDEMAR ;10268534824;3803935;27/10/1974;solteiro;F;CE;CAUCAIA;AV RUA VIA FERREA S/N BL 0;48757938
124961;11/01/2024;94400.00;45.000;9;ELAINE ;11072254755;1702162;21/08/1973;divorciado;F;MG;UBERLANDIA;AV RUA VIA FERREA S/N BL 0;61381884
125001;06/09/2023;80000.00;81.600;22;VERA ;10543346205;3370323;27/02/1983;divorciado;F;PA;ANANINDEUA;AV RUA VIA FERREA SN, 0;37961043
112788;25/01/2021;86688.00;50.000;24;DANILO ;10712228099;1580682;20/08/1993;divorciado;F;SC;LAGUNA;AV RUA VIA FERREA SN, 0;35642119
170843;18/12/2020;89822.92;55.000;16;EMYLIANE ;11422898239;3450029;23/10/1996;divorciado;M;GO;LUZIANIA;AV RUA VIA FERREA S/N BL 0;52431050
118310;26/10/2023;50000.00;50.000;7;MARIANA ;11186679628;7910878;29/05/1997;solteiro;F;GO;AGUAS LINDAS DE GOIAS;AV RUA VIA FERREA, 0;58202747
138213;05/09/2022;74604.69;45.000;11;MARCIA ;11864333980;6283954;28/03/1985;divorciado;F;MS;CAMPO GRANDE;AV RUA QUIRINO S/N BL 6;37338181
199630;13/04/2020;80362.76;45.000;37;JULIO ;11843066591;4541969;26/07/1979;divorciado;F;RN;SAO GONCALO DO AMARANTE;AV RUA VIA FERREA SN BL 0;96718467
145175;30/10/2021;100000.00;50.000;36;VINICIUS ;11826248725;6706520;19/01/1982;divorciado;F;PB;JOAO PESSOA;AV RUA VIA FERREA, 0;20081596
195235;13/03/2023;94500.00;45.000;22;JOAO ;11282107087;6479740;10/03/1967;solteiro;F;SC;PENHA;AV RUA VIA FERRAEA S/N BL 0;30105033
